"camis","name","boro","cuisine","action","score","grade","rating","review_count","location.address1","coordinates.latitude","coordinates.longitude","ratings1"
50058667,"Gotham Coffee Roasters","MANHATTAN","CafÃ©/Coffee/Tea","violations",36,"C",4.5,48,"23 W 19th St",40.73975,-73.99269,"*****"
41168107,"Gotham Comedy Club","MANHATTAN","American","violations",20,"B",4,338,"208 W 23rd St",40.74437,-73.99629,"****"
50067383,"Gotham Fresh Foods","QUEENS","Sandwiches/Salads/Mixed Buffet","violations",24,"B",1,2,"27-20 Queens Plz S",40.7499411,-73.939616,"**"
41058103,"The Halal Guys","QUEENS","Delicatessen","violations",38,"C",4.5,8752,"W 53rd St 6th Ave",40.7617559582706,-73.979229927063,"*****"
41245491,"Gotham Pizza","MANHATTAN","Pizza","violations",21,"B",3.5,135,"852 8th Ave",40.7629704706865,-73.9855978469942,"****"
50051844,"Gotham Poke","MANHATTAN","Hawaiian","violations",5,"A",3,69,"353 W 14th St",40.741013,-74.004639,"***"
50004928,"Bouchon Bakery & Cafe","BRONX","CafÃ©/Coffee/Tea","violations",17,"B",4,1273,"10 Columbus Cir",40.7680617093661,-73.9825344085693,"****"
41161344,"Gotta Getta Bagel","QUEENS","Bagels/Pretzels","violations",7,"A",3,172,"10709 71st Ave",40.7203818356563,-73.8445582834732,"***"
41283835,"Gottino","MANHATTAN","Italian","violations",12,"A",4,265,"52 Greenwich Ave",40.7358,-74.00036,"****"
41080814,"Gottlieb's Restaurant","BROOKLYN","Jewish/Kosher","violations",9,"A",4,60,"352 Roebling St",40.7077128,-73.9611326,"****"
40364449,"Gottscheer Hall","QUEENS","German","violations",8,"A",4.5,40,"657 Fairview Ave",40.706891,-73.905479,"*****"
50005306,"Gou Bang Zi Chicken","QUEENS","Chinese","closed",99,"C",4.5,2,"20-13 College Point Blvd",40.78125,-73.84567,"*****"
50058758,"Gourmand","QUEENS","Delicatessen","violations",7,"A",2.5,4,"32-69 31st St",40.76007,-73.92651,"***"
41692932,"Gourmet 45","MANHATTAN","American","violations",48,"C",2,23,"721 3rd Ave",40.7526894,-73.9727631,"**"
50033151,"Gourmet 53","MANHATTAN","American","violations",7,"A",4,90,"875 3rd Ave",40.75722,-73.96919,"****"
50066664,"Gourmet Bagel","MANHATTAN","Bagels/Pretzels","violations",26,"B",2.5,55,"874 Lexington Ave",40.76632,-73.96549,"***"
50018171,"The Gourmet Bagel Shoppe","BROOKLYN","Bagels/Pretzels","violations",22,"B",2.5,16,"6220 Avenue U",40.6154709,-73.9135895,"***"
50011825,"Jade Asian Bistro","STATEN ISLAND","Chinese","violations",10,"A",4,128,"331 New Dorp Ln",40.571574,-74.1113,"****"
50053932,"Jasim's #1 Gourmet Deli","MANHATTAN","Delicatessen","violations",9,"A",5,3,"244 11th St",40.669084,-73.990038,"*****"
50035431,"Gourmet Fit","BROOKLYN","American","violations",5,"A",4.5,119,"6819 3rd Ave",40.63581,-74.02567,"*****"
50040554,"Gourmet Garden 8","BROOKLYN","Chinese","violations",9,"A",2,20,"108 Dekalb Ave",40.689594,-73.978333,"**"
40397725,"Gourmet Grill","BROOKLYN","American","violations",12,"A",4,86,"6334 Ave N",40.61937,-73.916,"****"
41420999,"Totto Ramen","MANHATTAN","Delicatessen","violations",19,"B",4,4776,"366 W 52nd St",40.7643285462369,-73.9876558773155,"****"
41311904,"Gourmet Park","MANHATTAN","Delicatessen","violations",24,"B",3,57,"119 E 60th St",40.7633781433105,-73.9683837890625,"***"
41600260,"Nick's Pizza","QUEENS","Pizza","violations",12,"A",4,703,"108-26 Ascan Ave",40.7180340118437,-73.8405716801256,"****"
50039207,"Gourmet Spring 食尚春天","QUEENS","Chinese","violations",10,"A",3,26,"39-16 College Point Blvd",40.7584693,-73.834706,"***"
41191561,"Gourmet Sweets","BROOKLYN","Pakistani","violations",24,"B",3.5,36,"1107 Coney Island Ave",40.63064,-73.96594,"****"
50055322,"Gourmet To Go","BRONX","American","violations",5,"A",5,1,"141 Dreiser Lp",40.8761356,-73.8294605,"*****"
50049072,"Gowasabi","QUEENS","Japanese","violations",15,"B",3.5,202,"3402 30th Ave",40.765597347364,-73.9189865848524,"****"
50009466,"Mitsuwa Marketplace","BRONX","Juice, Smoothies, Fruit Salads","violations",18,"B",4.5,1382,"595 River Rd",40.8158107608922,-73.9801246070119,"*****"
50047195,"Grab & Go","MANHATTAN","Delicatessen","violations",14,"B",4,17,"388 6th Ave",40.7331,-73.99955,"****"
41601083,"Grimaldi's","BROOKLYN","Delicatessen","violations",15,"B",3.5,4226,"1 Front St",40.7025694629739,-73.993247611872,"****"
50006741,"Grace Cafe","MANHATTAN","American","violations",24,"B",4,21,"572 8th Ave",40.7547799,-73.99135,"****"
50002192,"Randy's Chinese Food","QUEENS","Chinese","violations",22,"B",3.5,41,"1693 Putnam Ave",40.7002945,-73.9068985,"****"
50052178,"Keuka Kafe a Wine Bar","BROOKLYN","Caribbean","violations",15,"B",4.5,244,"112-04 Queens Blvd",40.7178485060601,-73.8368028981476,"*****"
50041433,"Roberta's","BROOKLYN","Chinese","violations",15,"B",4,2305,"261 Moore St",40.705043534338,-73.93357123374,"****"
50060467,"Trattoria Zero Otto Nove","BRONX","Juice, Smoothies, Fruit Salads","violations",2,"A",4,607,"2357 Arthur Ave",40.8546515,-73.8883526,"****"
41621317,"Grace Kitchen","QUEENS","Chinese","violations",10,"A",4,9,"11156 Van Wyck Expy",40.682959,-73.806612,"****"
41344229,"Grace Pizza","QUEENS","Pizza/Italian","violations",9,"A",4,72,"70-05 Myrtle Ave",40.70214,-73.8807999,"****"
41631493,"Grace Restaurant","QUEENS","Latin","violations",11,"A",4,1,"167-16 Hillside Ave",40.709691,-73.79476,"****"
50001398,"Grace Street","MANHATTAN","CafÃ©/Coffee/Tea","violations",8,"A",4,1586,"17 W 32nd St",40.7478576793883,-73.9865590631962,"****"
50001810,"Pig Heaven","MANHATTAN","Chinese","violations",9,"A",4,203,"1420 3rd Ave",40.77544,-73.95686,"****"
41085466,"Gracie Cafe","MANHATTAN","American","violations",27,"B",3,66,"1530 York Ave",40.772495,-73.949279,"***"
50008598,"Gracie's on 2nd Diner","MANHATTAN","American","violations",35,"C",3,95,"300 E 86th St",40.777624,-73.9515982,"***"
41386105,"Gracie Mews Diner","MANHATTAN","American","violations",25,"B",3.5,270,"1550 1st Ave",40.7733348011971,-73.9518921822309,"****"
50032834,"Grade Coffee","BROOKLYN","CafÃ©/Coffee/Tea","violations",2,"A",4.5,16,"101 N 8th St",40.719856262207,-73.9590454101562,"*****"
50044595,"NY Pizza Suprema","MANHATTAN","Hotdogs/Pretzels","no violations",0,"B",4,1475,"413 8th Ave",40.7502059936523,-73.9953231811523,"****"
40783903,"Gradisca","MANHATTAN","Italian","violations",14,"B",4,343,"126 W 13th St",40.73709,-73.99863,"****"
41269559,"Graffiti Food & Wine Bar","MANHATTAN","Mexican","violations",10,"A",4,477,"224 E 10th St",40.729049,-73.985641,"****"
41714334,"Kenka","MANHATTAN","American","violations",10,"A",3.5,1392,"25 St Marks Pl",40.72913,-73.988465,"****"
41040475,"Gramercy Ale House","MANHATTAN","American","violations",25,"B",4,63,"272 3rd Ave",40.73797,-73.98413,"****"
41670030,"Gramercy Bagels","MANHATTAN","Bagels/Pretzels","violations",23,"B",3,112,"246 3rd Ave",40.7371889,-73.9845285,"***"
40400635,"Gramercy Kitchen","MANHATTAN","American","violations",11,"A",3,28,"184 3rd Ave",40.73522,-73.9861,"***"
50055386,"Farmer & The Fish- Gramercy","MANHATTAN","Seafood","violations",11,"A",3.5,170,"245 Park Ave S",40.7379741,-73.9876775,"****"
41481394,"Gramercy Grill","MANHATTAN","American","violations",12,"A",2.5,53,"32 Lexington Ave",40.7400232,-73.984633,"***"
41646903,"Gramercy Park Bar","MANHATTAN","American","violations",12,"A",4,44,"322 2nd Ave",40.7350997924805,-73.982536315918,"****"
41293746,"Gramercy Grill","MANHATTAN","American","violations",22,"B",2.5,53,"32 Lexington Ave",40.7400232,-73.984633,"***"
41363953,"Gramercy Park Hotel","MANHATTAN","American","violations",27,"B",3.5,181,"2 Lexington Ave",40.73855,-73.98576,"****"
41413748,"Gramercy Theatre","MANHATTAN","American","violations",20,"B",3.5,175,"127 E 23rd St",40.73979,-73.98499,"****"
50009667,"Puerto Viejo","BROOKLYN","Latin","violations",4,"A",4,362,"564 Grand Ave",40.67885,-73.96214,"****"
41643362,"Gran Electrica","BROOKLYN","Mexican","violations",22,"B",3.5,382,"5 Front St",40.7027,-73.99314,"****"
50004556,"Gran Familia Mexicana","BROOKLYN","Mexican","violations",7,"A",3.5,12,"117 Ave U",40.5964584,-73.9800491,"****"
50007618,"Gran Morsi","MANHATTAN","Italian","violations",35,"C",4.5,248,"22 Warren St",40.714328,-74.007751,"*****"
50051343,"Gran Sasso","BROOKLYN","Italian","violations",3,"A",4.5,53,"65 Kent Ave",40.72193,-73.959621,"*****"
50011573,"Gran Villa Restaurant","BROOKLYN","Spanish","violations",27,"B",4,29,"4002 3rd Ave",40.653378,-74.009141,"****"
41336125,"Grand Bakery","MANHATTAN","Bakery","violations",18,"B",3.5,22,"295 Grand St",40.717407,-73.99208,"****"
40402007,"Grand Avenue Pizza","QUEENS","Pizza","violations",25,"B",3.5,109,"34-24 30th Ave",40.7653177897822,-73.9184256651545,"****"
41444879,"Grand Bo Ky Restaurant","MANHATTAN","Chinese","closed",56,"C",3.5,126,"216 Grand St",40.7189831,-73.995878,"****"
41691159,"Jimmy's Grand Cafe","BRONX","American","violations",10,"A",4,195,"1001 Castle Hill Ave",40.827751,-73.850389,"****"
41445748,"The Metropolitan Museum of Art","MANHATTAN","American","violations",8,"A",4.5,2387,"1000 5th Ave",40.779254271604,-73.9628841731528,"*****"
50009557,"Grand Canyon Diner","BROOKLYN","American","violations",33,"C",2.5,34,"179 7th Ave",40.671337,-73.977528,"***"
41489230,"Grand Central Star Cafe","MANHATTAN","American","violations",11,"A",2.5,41,"463 Lexington Ave",40.753463,-73.974281,"***"
50000887,"Grand Ferry Tavern","BROOKLYN","American","violations",4,"A",4.5,92,"229 Kent Ave",40.716703,-73.965248,"*****"
50000200,"Grand Fortune Chinese Cuisine","BROOKLYN","Chinese","violations",13,"A",3.5,19,"202 Avenue U",40.5963516235352,-73.9766693115234,"****"
41513849,"Red Rooster Harlem","MANHATTAN","Chinese","violations",9,"A",3.5,2406,"310 Lenox Ave",40.80815,-73.94488,"****"
40665730,"Grand Havana Room","MANHATTAN","American","violations",9,"A",4.5,49,"666 5th Ave",40.76027,-73.97614,"*****"
40879245,"Grand Hyatt New York","MANHATTAN","American","violations",48,"C",3,573,"109 E 42nd St",40.7524737471375,-73.9760975789226,"***"
40566783,"Grand Morelos","BROOKLYN","Mexican","violations",8,"A",3.5,182,"727 Grand St",40.71188,-73.94367,"****"
41665562,"Dominick's Restaurant","BRONX","Chinese","violations",15,"B",4,280,"2335 Arthur Ave",40.85434,-73.889,"****"
41068451,"JFK Airport - Terminal 5","QUEENS","Latin","violations",8,"A",4,600,"John F Kennedy Airport",40.645854568016,-73.7753820419312,"****"
50045303,"Le Bernardin","BROOKLYN","Chinese","violations",10,"A",4.5,2101,"155 W 51st St",40.761557,-73.981763,"*****"
40528073,"Grand Plaza","STATEN ISLAND","American","violations",10,"A",4,21,"23A Nelson Ave",40.5493122,-74.1504413,"****"
50051532,"Tanner Smiths","MANHATTAN","American","violations",7,"A",4.5,1046,"204 W 55th St",40.76428,-73.98172,"*****"
50012006,"Grand Sichuan","MANHATTAN","Chinese","violations",29,"C",3.5,386,"229 9th Ave",40.747413,-74.001052,"****"
41319055,"Grand Sichuan Eastern","MANHATTAN","Chinese","violations",20,"B",3.5,218,"1049 2nd Ave",40.75831,-73.96636,"****"
41287651,"Grand Sichuan House","BROOKLYN","Chinese","violations",18,"B",4,205,"8701 5th Ave",40.62075,-74.02668,"****"
41439796,"Grand Slam Banquet Hall","BRONX","American","violations",9,"A",3,11,"478 E Tremont Ave",40.84674,-73.89778,"***"
50017113,"Emmy Squared - Brooklyn","BROOKLYN","Pizza","violations",31,"C",4,423,"364 Grand St",40.712166,-73.955705,"****"
50045493,"The Metropolitan Opera","MANHATTAN","American","violations",13,"A",4.5,303,"30 Lincoln Center Plz",40.7728401326152,-73.9845519506313,"*****"
41285514,"Grandaisy Bakery","MANHATTAN","Bakery","violations",6,"A",4,125,"176 W 72nd St",40.7783191,-73.981557,"****"
50037330,"Grandchamps Kitchen & Market","BROOKLYN","Creole","violations",9,"A",4,155,"197 Patchen Ave",40.684661321153,-73.9262324662708,"****"
50000187,"Grandma's Original Pizza","MANHATTAN","Pizza","closed",39,"C",4,101,"6918 3rd Ave",40.63534,-74.02638,"****"
50011738,"Grandma's Dim Sum","QUEENS","Chinese","violations",10,"A",2,191,"40-24 College Point Blvd",40.7571235214672,-73.8353595882654,"**"
50045624,"Grandma's House","BROOKLYN","American","closed",59,"C",3.5,147,"364 Atlantic Ave",40.68726,-73.98638,"****"
50052365,"Grandma's Original Pizza","BROOKLYN","Pizza","violations",16,"B",4,101,"6918 3rd Ave",40.63534,-74.02638,"****"
40393905,"Citi Field","QUEENS","Irish","violations",17,"B",4,915,"123-01 Roosevelt Ave",40.7569312512852,-73.8459303663051,"****"
50054739,"Grano","MANHATTAN","Italian","violations",5,"A",4,20,"645 5th Ave",40.7593101,-73.9764347,"****"
41142578,"Grape and Grain","MANHATTAN","CafÃ©/Coffee/Tea","violations",12,"A",4,276,"620 E 6th St",40.724055,-73.980757,"****"
50003870,"Toasties","MANHATTAN","Asian","violations",12,"A",3.5,118,"6 E 48th St",40.756778717041,-73.9775085449219,"****"
50001597,"Grass Roots Juicery","BROOKLYN","Juice, Smoothies, Fruit Salads","violations",6,"A",3.5,124,"336A Graham Ave",40.7142567,-73.9442134,"****"
41560421,"Rockaway Beach and Boardwalk","QUEENS","American","violations",21,"B",4,225,"8601 Shore Front Pkwy",40.58126,-73.82511,"****"
41658579,"Gravity Lounge And Restaurant","BRONX","Latin","violations",44,"C",2.5,2,"1538 Webster Ave",40.8394737303361,-73.9052808722379,"***"
40367766,"Gray's Papaya","MANHATTAN","Hotdogs","violations",7,"A",3.5,1243,"2090 Broadway",40.7783783121866,-73.9815581747816,"****"
50036413,"The Grayson","MANHATTAN","American","violations",11,"A",4,176,"16 1st Ave",40.72338,-73.98797,"****"
41454810,"Graziella Pizza & Restaurant","QUEENS","Pizza/Italian","violations",10,"A",3.5,80,"3325 Francis Lewis Blvd",40.766832,-73.789665,"****"
41017770,"Graziella's","BROOKLYN","Italian","violations",18,"B",4,347,"232 Vanderbilt Ave",40.6904563903809,-73.9696273803711,"****"
50064402,"Great Burrito","MANHATTAN","Mexican","violations",63,"C",4,206,"100 W 23rd St",40.7428322,-73.9930115,"****"
41129350,"Great China Restaurant","MANHATTAN","Chinese","violations",12,"A",2.5,14,"2154 Forest Ave",40.626399,-74.161346,"***"
50044906,"Great China Restaurant","STATEN ISLAND","Chinese","violations",38,"C",2.5,14,"2154 Forest Ave",40.626399,-74.161346,"***"
50057547,"Great Dragon","QUEENS","Chinese","violations",12,"A",2.5,4,"14136 Rockaway Blvd",40.6738243103027,-73.7985305786133,"***"
50032659,"Sushi Yashin","BROOKLYN","Chinese","violations",8,"A",4,123,"381 5th Ave",40.6708328473989,-73.9847132950057,"****"
50018013,"New World Mall Food Court","QUEENS","Chinese","violations",14,"B",4,704,"136-20 Roosevelt Ave",40.7593304514751,-73.8291516155005,"****"
50055527,"Great Flavor Restaurant","BROOKLYN","Caribbean","violations",19,"B",3.5,5,"1489 St John Pl",40.6705176865341,-73.9288329638473,"****"
50037321,"Great Indian Curry","BROOKLYN","Indian","violations",28,"C",3.5,82,"1241 Flatbush Ave",40.64005,-73.95497,"****"
40597763,"Great Jones Cafe","MANHATTAN","American","violations",13,"A",4,454,"54 Great Jones St",40.72673,-73.99218,"****"
41173778,"Lure Fishbar - New York","MANHATTAN","Juice, Smoothies, Fruit Salads","violations",26,"B",4,1448,"142 Mercer St",40.724612166991,-73.998574708004,"****"
41574432,"Handy","STATEN ISLAND","American","violations",12,"A",3.5,4508,"",40.7455902099609,-73.9792785644531,"****"
40762853,"Great NY Noodle Town","MANHATTAN","Chinese","closed",52,"C",3.5,1090,"28 Bowery",40.7150363828814,-73.9971172437072,"****"
50047012,"Great Northern Food Hall","MANHATTAN","Bakery","violations",9,"A",4,187,"89 E 42nd St",40.7524183,-73.977933,"****"
50067625,"Great Performances","MANHATTAN","CafÃ©/Coffee/Tea","violations",42,"C",5,3,"304 Hudson St",40.726177,-74.007034,"*****"
50064855,"East Harbor Seafood Palace","BROOKLYN","Chinese","violations",18,"B",4,587,"714 65th St",40.63348,-74.01425,"****"
50057699,"Great Sichuan","MANHATTAN","Chinese","violations",47,"C",3,176,"363 3rd Ave",40.74082,-73.98127,"***"
41203533,"Great Taste Bakery","MANHATTAN","Bakery","violations",18,"B",5,1,"35 Catherine St",40.71241,-73.99692,"*****"
41422787,"Great Wall Restaurant","QUEENS","Chinese","violations",32,"C",3,19,"199-19 32nd Ave",40.76993,-73.78928,"***"
41231024,"East Harbor Seafood Palace","BROOKLYN","Chinese","violations",7,"A",4,587,"714 65th St",40.63348,-74.01425,"****"
50046325,"Great Wall Chinese Food","BROOKLYN","Chinese","violations",10,"A",3,33,"800 W 181st St",40.8508169,-73.9384686,"***"
41427023,"Great Wall Chinese Restaurant","QUEENS","Chinese","violations",21,"B",4,14,"87-12 Astoria Blvd",40.7638765,-73.8816184,"****"
50047119,"Kefi","BRONX","Chinese","violations",7,"A",3.5,1314,"505 Columbus Ave",40.78533,-73.9728,"****"
41516309,"Great Wall Kitchen","BRONX","Chinese","violations",25,"B",3.5,14,"4341 Main St",40.7517746411291,-73.8261411383369,"****"
41656155,"Five Leaves","BROOKLYN","Chinese","violations",29,"C",4,1426,"18 Bedford Ave",40.72371830945,-73.95159863632,"****"
50048074,"Antonio's Trattoria","BRONX","Chinese","violations",16,"B",4.5,578,"2370 Belmont Ave",40.854131,-73.886601,"*****"
50016195,"Great Wall Restaurant","BRONX","Chinese","violations",10,"A",3,19,"199-19 32nd Ave",40.76993,-73.78928,"***"
50038055,"Minton's Playhouse","MANHATTAN","Chinese","violations",46,"C",3.5,156,"206 W 118th St",40.804665,-73.952315,"****"
50017003,"Greecologies","MANHATTAN","Greek","violations",8,"A",4.5,335,"379 Broome St",40.7202330882667,-73.9964868578209,"*****"
50033902,"Greek Eats","MANHATTAN","Greek","violations",12,"A",4,269,"1229 1st Ave",40.76432,-73.95877,"****"
41436831,"Greek Express","BRONX","Greek","violations",11,"A",4,194,"3733 Riverdale Ave",40.8875,-73.9076,"****"
50005151,"Greek Family Kitchen","QUEENS","Greek","violations",7,"A",4,136,"212-02 Union Tpke",40.7335277154316,-73.7587297262596,"****"
50058480,"Greek Fellas","STATEN ISLAND","Greek","violations",2,"A",3.5,30,"1547 Arthur Kill Rd",40.5629809048173,-74.1916820034385,"****"
50015953,"Greek Grill - Howard Beach","QUEENS","Greek","violations",5,"A",3.5,125,"156-40E Cross Bay Blvd",40.6628132,-73.8411815,"****"
50015788,"Gyro Greek Style","BROOKLYN","Greek","violations",9,"A",3.5,10,"211 Kings Hwy",40.603050551363,-73.9831088711351,"****"
41095221,"Greek Islands","QUEENS","Greek","violations",15,"B",4,94,"25317 Northern Blvd",40.771128,-73.735284,"****"
50001583,"Greek Xpress","BROOKLYN","Greek","violations",16,"B",4,72,"263 Prospect Park W",40.658428,-73.981706,"****"
41289484,"FreshDirect","BROOKLYN","Jewish/Kosher","violations",13,"A",3,619,"23-30 Borden Ave",40.7398669,-73.951988,"***"
50033318,"Green Apple Delight","QUEENS","Juice, Smoothies, Fruit Salads","violations",13,"A",4,33,"29-12 Crescent St",40.7690043,-73.9249801,"****"
50014643,"Green Apple Gourmet Deli","MANHATTAN","Delicatessen","violations",25,"B",4,68,"1625 Broadway",40.761314,-73.984481,"****"
41701052,"Green Cafe","MANHATTAN","American","violations",13,"A",3,68,"1324 Lexington Ave",40.7810707,-73.9546738,"***"
50047134,"Green Cube Cafe","QUEENS","Delicatessen","violations",11,"A",3,5,"90-15 Queens Blvd",40.73462,-73.87094,"***"
50045407,"Green Fig","MANHATTAN","American","violations",11,"A",3.5,97,"570 10th Ave",40.75912,-73.9956,"****"
41583682,"The Green Fig Bakery Café","BROOKLYN","CafÃ©/Coffee/Tea","violations",44,"C",4,183,"462 36th St",40.653124,-74.002812,"****"
41449143,"Green Fitness Studio","BROOKLYN","Juice, Smoothies, Fruit Salads","closed",52,"C",2.5,59,"232 Varet St",40.703784942627,-73.9337997436523,"***"
50034716,"Green Garden","STATEN ISLAND","Chinese","violations",20,"B",3,23,"752 Forest Ave",40.62896,-74.11416,"***"
50000226,"Green Garden Health Food","BRONX","Juice, Smoothies, Fruit Salads","violations",4,"A",4,14,"3543 White Plains Rd",40.8785348,-73.8656417,"****"
50001933,"Red Rooster Harlem","MANHATTAN","Juice, Smoothies, Fruit Salads","violations",9,"A",3.5,2406,"310 Lenox Ave",40.80815,-73.94488,"****"
